NONMMUT008071.2	n274875
NONMMUT007328.2	n274878
NA	n274880
NONMMUT000764.2	n274891
NONMMUT050979.2	n274917
NONMMUT023472.2	n274929
NONMMUT048960.2	n274932
NONMMUT069788.2	n274943
NONMMUT010615.2	n274947
NA	n274956
NONMMUT068542.2	n274997
NONMMUT002563.2	n274998
NONMMUT068549.2	n275006
NONMMUT054709.2	n275018
NONMMUT023491.2	n275029
NONMMUT020786.2	n275043
NONMMUT001662.2	n275050
NONMMUT022689.2	n275061
NONMMUT009311.2	n275062
NONMMUT000396.2	n275066
NONMMUT016425.2	n275068
NONMMUT035416.2	n275076
NA	n275106
NA	n275113
NONMMUT029108.2	n275140
NONMMUT022061.2	n275144
NONMMUT031030.2	n275153
NONMMUT034083.2	n275154
NONMMUT045529.2	n275156
NONMMUT026925.2	n275163
NONMMUT032546.2	n275171
NONMMUT027152.2	n275218
NONMMUT010259.2	n275239
NONMMUT045185.2	n275254
NONMMUT058179.2	n275266
NONMMUT054721.2	n275272
NONMMUT019386.2	n275290
NA	n275293
NONMMUT042335.2	n275296
NONMMUT032528.2	n275316
NONMMUT067910.2	n275328
NONMMUT066903.2	n275335
NONMMUT030666.2	n275336
NONMMUT026417.2	n275357
NONMMUT046805.2	n275361
NONMMUT053620.2	n275407
NA	n275425
NONMMUT052761.2	n275447
NONMMUT022565.2	n275449
NONMMUT010779.2	n275454
NA	n275463
NONMMUT011344.2	n275479
NONMMUT014744.2	n275503
NONMMUT030333.2	n275527
NONMMUT010144.2	n275534
NONMMUT027590.2	n275550
NONMMUT014818.2	n275559
NA	n275609
NONMMUT036248.2	n275622
NONMMUT058599.2	n275643
NONMMUT031470.2	n275648
NA	n275661
NONMMUT065574.2	n275690
NONMMUT019913.2	n275695
NONMMUT031001.2	n275701
NONMMUT052912.2	n275706
NONMMUT028983.2	n275711
NA	n275712
NA	n275713
NONMMUT050999.2	n275729
NONMMUT010233.2	n275755
NONMMUT045897.2	n275760
NA	n275777
NONMMUT057484.2	n275785
NONMMUT033698.2	n275811
NA	n275833
NONMMUT013022.2	n275837
NONMMUT026567.2	n275845
NONMMUT008559.2	n275858
NONMMUT023856.2	n275861
NONMMUT046619.2	n275907
NONMMUT037172.2	n275917
NONMMUT004524.2	n275947
NONMMUT056341.2	n276009
NA	n276034
NONMMUT033801.2	n276037
NONMMUT006671.2	n276041
NA	n276044
NONMMUT057406.2	n276061
NONMMUT052632.2	n276093
NA	n276105
NONMMUT031831.2	n276118
NA	n276123
NONMMUT067238.2	n276124
NA	n276126
NA	n276157
NONMMUT068456.2	n276179
NONMMUT005931.2	n276198
NONMMUT014428.2	n276216
NONMMUT070520.2	n276224
NONMMUT039453.2	n276235
NONMMUT037166.2	n276251
NONMMUT004387.2	n276254
NONMMUT014025.2	n276259
NONMMUT023601.2	n276263
NA	n276268
NONMMUT023385.2	n276276
NONMMUT029040.2	n276280
NONMMUT023337.2	n276297
NONMMUT018656.2	n276298
NONMMUT024839.2	n276317
NONMMUT000397.2	n276318
NONMMUT032705.2	n276326
NONMMUT031135.2	n276378
NONMMUT015176.2	n276380
NONMMUT031022.2	n276396
NONMMUT056486.2	n276401
NONMMUT064013.2	n276405
NONMMUT005924.2	n276429
NA	n276455
NONMMUT061942.2	n276457
NA	n276461
NONMMUT045159.2	n276505
NONMMUT035482.2	n276517
NONMMUT009598.2	n276537
NONMMUT030271.2	n276562
NONMMUT054184.2	n276573
NONMMUT071118.2	n276574
NONMMUT017352.2	n276579
NONMMUT070772.2	n276591
NONMMUT055917.2	n276607
NONMMUT028095.2	n276608
NONMMUT026674.2	n276635
NONMMUT071223.2	n276658
NA	n276675
NONMMUT006097.2	n276679
NONMMUT015180.2	n276728
NA	n276746
NONMMUT035519.2	n276748
NONMMUT066088.2	n276780
NA	n276846
NONMMUT026868.2	n276901
NONMMUT022058.2	n276926
NA	n276931
NA	n276952
NA	n276983
NONMMUT006170.2	n276997
NONMMUT025342.2	n277016
NONMMUT038867.2	n277027
NONMMUT056561.2	n277121
NONMMUT060373.2	n277156
NONMMUT022958.2	n277157
NA	n277159
NONMMUT048374.2	n277169
NA	n277173
NONMMUT028185.2	n277177
NONMMUT023772.2	n277212
NONMMUT035510.2	n277224
NA	n277243
NONMMUT002748.2	n277312
NONMMUT038748.2	n277322
NONMMUT046711.2	n277358
NONMMUT038269.2	n277365
NONMMUT036006.2	n277368
NONMMUT014761.2	n277396
NONMMUT034437.2	n277426
NONMMUT023812.2	n277430
NONMMUT018997.2	n277453
NA	n277485
NA	n277492
NONMMUT032573.2	n277522
NONMMUT004770.2	n277524
NONMMUT037751.2	n277539
NONMMUT025280.2	n277542
NONMMUT000085.2	n277549
NA	n277550
NONMMUT024626.2	n277572
NONMMUT038746.2	n277611
NONMMUT069799.2	n277620
NONMMUT020236.2	n277631
NA	n277655
NA	n277660
NA	n277685
NONMMUT017498.2	n277705
NONMMUT064547.2	n277711
NONMMUT051642.2	n277729
NONMMUT004703.2	n277774
NONMMUT045492.2	n277779
NONMMUT037407.2	n277787
NONMMUT000393.2	n277810
NONMMUT034197.2	n277818
NONMMUT039451.2	n277840
NONMMUT058075.2	n277850
NONMMUT044592.2	n277851
NONMMUT013218.2	n277861
NONMMUT069031.2	n277881
NONMMUT045528.2	n277887
NONMMUT043441.2	n277903
NONMMUT031957.2	n277912
NONMMUT067813.2	n277916
NA	n277918
NONMMUT021212.2	n277921
NONMMUT067289.2	n277926
NONMMUT025236.2	n277929
NONMMUT069818.2	n277942
NONMMUT003927.2	n278028
NONMMUT064010.2	n278037
NONMMUT023593.2	n278042
NONMMUT045089.2	n278063
NA	n278065
NONMMUT025744.2	n278068
NONMMUT056141.2	n278071
NONMMUT015469.2	n278076
NA	n278085
NONMMUT069924.2	n278087
NA	n278101
NONMMUT028368.2	n278120
NA	n278123
NA	n278159
NONMMUT029129.2	n278358
NONMMUT024478.2	n278412
NONMMUT059818.2	n278448
NA	n278464
NONMMUT033685.2	n278473
NONMMUT036951.2	n278520
NONMMUT039762.2	n278587
NONMMUT025712.2	n278604
NA	n278614
NONMMUT009049.2	n278628
NONMMUT040607.2	n278680
NONMMUT026772.2	n278688
NONMMUT039831.2	n278699
NONMMUT012862.2	n278706
NONMMUT043020.2	n278725
NONMMUT028313.2	n278731
NA	n278780
NONMMUT033752.2	n278793
NONMMUT009866.2	n278812
NA	n278837
NONMMUT041150.2	n278848
NONMMUT044939.2	n278863
NA	n278891
NA	n278906
NONMMUT002413.2	n278912
NONMMUT015920.2	n278920
NONMMUT025635.2	n278928
NONMMUT020173.2	n279015
NA	n279019
NONMMUT016268.2	n279025
NONMMUT021263.2	n279029
NONMMUT023755.2	n279047
NA	n279049
NONMMUT052969.2	n279074
NONMMUT030397.2	n279083
NA	n279093
NONMMUT066159.2	n279115
NONMMUT035543.2	n279124
NONMMUT024676.2	n279152
NONMMUT043412.2	n279156
NONMMUT056679.2	n279175
NONMMUT055908.2	n279181
NONMMUT046492.2	n279185
NONMMUT054865.2	n279201
NONMMUT043013.2	n279227
NONMMUT034682.2	n279237
NONMMUT066971.2	n279254
NONMMUT023643.2	n279264
NONMMUT023770.2	n279266
NONMMUT073943.2	n279269
NONMMUT035536.2	n279270
NA	n279279
NONMMUT043511.2	n279289
NONMMUT023590.2	n279309
NA	n279332
NONMMUT066992.2	n279354
NONMMUT066904.2	n279419
NONMMUT053390.2	n279432
NONMMUT042346.2	n279458
NONMMUT068442.2	n279472
NONMMUT060261.2	n279479
NONMMUT025101.2	n279493
NA	n279502
NONMMUT035901.2	n279523
NA	n279524
NONMMUT074404.2	n279526
NONMMUT051371.2	n279528
NONMMUT045535.2	n279571
NONMMUT024521.2	n279593
NONMMUT055125.2	n279626
NONMMUT052506.2	n279645
NONMMUT016686.2	n279697
NONMMUT069680.2	n279786
NONMMUT014430.2	n279830
NA	n279850
NONMMUT052365.2	n279882
NONMMUT045533.2	n279903
NONMMUT037289.2	n279913
NONMMUT005193.2	n279945
NONMMUT068455.2	n279979
NONMMUT043391.2	n279982
NONMMUT032157.2	n280020
NONMMUT000334.2	n280030
NONMMUT004801.2	n280064
NONMMUT055168.2	n280089
NONMMUT045161.2	n280121
NONMMUT041349.2	n280135
NONMMUT036943.2	n280168
NONMMUT005987.2	n280197
NA	n280200
NONMMUT038387.2	n280205
NA	n280233
NONMMUT023065.2	n280234
NONMMUT055714.2	n280247
NONMMUT030921.2	n280313
NA	n280328
NONMMUT014151.2	n280334
NONMMUT011598.2	n280343
NONMMUT011267.2	n280347
NONMMUT013158.2	n280375
NONMMUT036615.2	n280380
NONMMUT002456.2	n280411
NONMMUT027746.2	n280430
NA	n280443
NA	n280450
NONMMUT028977.2	n280457
NONMMUT070389.2	n280462
NONMMUT036824.2	n280495
NA	n280497
NA	n280504
NONMMUT035518.2	n280521
NA	n280540
NA	n280553
NONMMUT027960.2	n280602
NONMMUT054289.2	n280633
NONMMUT019908.2	n280690
NA	n280746
NONMMUT065714.2	n280759
NONMMUT033897.2	n280766
NONMMUT050139.2	n280773
NA	n280774
NA	n280776
NONMMUT040739.2	n280793
NONMMUT053524.2	n280870
NONMMUT038526.2	n280887
NONMMUT037446.2	n280901
NONMMUT004012.2	n280950
NONMMUT062667.2	n280961
NONMMUT040656.2	n280970
NA	n281010
NONMMUT047071.2	n281026
NONMMUT021049.2	n281084
NA	n281140
NONMMUT044606.2	n281187
NONMMUT015041.2	n281198
NA	n281201
NONMMUT002495.2	n281394
NONMMUT029497.2	n281397
NA	n281423
NONMMUT064622.2	n281449
NONMMUT051227.2	n281489
NA	n281502
NONMMUT035978.2	n281514
NONMMUT004621.2	n281515
NONMMUT010689.2	n281516
NONMMUT058318.2	n281527
NONMMUT022457.2	n281534
NA	n281535
NONMMUT009050.2	n281550
NONMMUT051330.2	n281580
NONMMUT042416.2	n281595
NONMMUT016653.2	n281603
NONMMUT024662.2	n281613
NONMMUT003991.2	n281697
NONMMUT061396.2	n281709
NA	n281755
NONMMUT070922.2	n281766
NONMMUT005631.2	n281768
NONMMUT025542.2	n281805
NA	n281819
NA	n281828
NONMMUT035229.2	n281831
NONMMUT035147.2	n281832
NONMMUT016905.2	n281866
NONMMUT064501.2	n281896
NONMMUT038402.2	n281922
NONMMUT008739.2	n281926
NONMMUT049389.2	n282008
NONMMUT027749.2	n282011
NONMMUT031432.2	n282034
NONMMUT050133.2	n282049
NONMMUT020261.2	n282053
NONMMUT052504.2	n282073
NONMMUT069922.2	n282086
NONMMUT030246.2	n282098
NONMMUT032283.2	n282141
NA	n282151
NONMMUT030009.2	n282163
NA	n282232
NONMMUT032336.2	n282285
NA	n282369
NONMMUT027586.2	n282381
NONMMUT035585.2	n282388
NONMMUT009851.2	n282401
NONMMUT052355.2	n282423
NONMMUT008844.2	n282429
NONMMUT038523.2	n282435
NONMMUT020581.2	n282446
NONMMUT044030.2	n282494
NONMMUT008714.2	n282523
NONMMUT055735.2	n282549
NONMMUT054594.2	n282616
NA	n282626
NONMMUT063187.2	n282629
NONMMUT049421.2	n282695
NONMMUT017955.2	n282743
NONMMUT010129.2	n282781
NONMMUT028422.2	n282788
NONMMUT048633.2	n282809
NA	n282833
NONMMUT033152.2	n282871
NA	n282872
NONMMUT017361.2	n282898
